suite,label,rep,workers,worker_processes,submitters,connections,job_type,payload,priorities,max_attempts,jobs,group_commit,max_outstanding,submitted,completed,rejected,succeeded,failed,wall_s,throughput_per_s,submit_rate_per_s,store_batches,store_writes,rows_per_transaction,e2e_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,queue_p50_ms,queue_p95_ms,exec_p50_ms,exec_p95_ms,submit_call_p50_ms,submit_call_p99_ms,error_rate,cpu_seconds,cores_used,peak_rss_mb,ctx_switches,raw_csv
http_api,health_c8,3,,,,8,health,,,,,,,8000,8000,,,,0.0514,155554.3,,,,,0.051,0.049,0.074,0.086,,,,,,,0.000000,0.130,2.53,2.8,,results/raw/http_health_c8_r3.csv
http_api,health_c32,1,,,,32,health,,,,,,,8000,8000,,,,0.0464,172365.5,,,,,0.184,0.179,0.285,0.390,,,,,,,0.000000,0.142,3.07,3.5,,results/raw/http_health_c32_r1.csv
http_api,health_c32,2,,,,32,health,,,,,,,8000,8000,,,,0.0436,183473.6,,,,,0.173,0.164,0.232,0.275,,,,,,,0.000000,0.142,3.26,3.6,,results/raw/http_health_c32_r2.csv
http_api,health_c32,3,,,,32,health,,,,,,,8000,8000,,,,0.0436,183414.7,,,,,0.173,0.163,0.242,0.294,,,,,,,0.000000,0.142,3.25,3.6,,results/raw/http_health_c32_r3.csv
distributed,1proc,1,2,1,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,4.9700,603.6,,,,,,,,,,,,,,,,,,,,
distributed,1proc,2,2,1,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,4.8860,614.0,,,,,,,,,,,,,,,,,,,,
distributed,1proc,3,2,1,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,4.2000,714.3,,,,,,,,,,,,,,,,,,,,
distributed,2proc,1,4,2,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,2.1710,1381.9,,,,,,,,,,,,,,,,,,,,
distributed,2proc,2,4,2,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,2.1770,1378.0,,,,,,,,,,,,,,,,,,,,
distributed,2proc,3,4,2,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,2.2080,1358.7,,,,,,,,,,,,,,,,,,,,
distributed,4proc,1,8,4,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,1.1280,2659.6,,,,,,,,,,,,,,,,,,,,
distributed,4proc,2,8,4,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,1.0920,2747.3,,,,,,,,,,,,,,,,,,,,
distributed,4proc,3,8,4,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,1.1000,2727.3,,,,,,,,,,,,,,,,,,,,
distributed,8proc,1,16,8,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,0.5220,5747.1,,,,,,,,,,,,,,,,,,,,
distributed,8proc,2,16,8,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,0.5840,5137.0,,,,,,,,,,,,,,,,,,,,
distributed,8proc,3,16,8,,,sleep,"{""ms"":2}",,,3000,,,3000,3000,,3000,0,0.5270,5692.6,,,,,,,,,,,,,,,,,,,,
